loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,education_encoded,self_employed_encoded,loan_status_encoded,total_assets_value,loan_to_income_ratio,assets_to_loan_ratio,monthly_income,monthly_loan_payment,debt_to_income_ratio
1658,4, Not Graduate, No,3900000,9000000,2,674,8700000,5700000,14000000,3100000, Approved,1,0,0,31500000,2.3076923076923075,3.5,325000.0,4500000.0,13.846153846153847
1659,0, Graduate, Yes,2000000,4900000,14,570,3800000,300000,6600000,1300000, Approved,0,1,0,12000000,2.45,2.4489795918367347,166666.66666666666,350000.0,2.1
1660,1, Not Graduate, No,500000,1700000,2,680,700000,800000,1400000,700000, Approved,1,0,0,3600000,3.4,2.1176470588235294,41666.666666666664,850000.0,20.400000000000002
1661,0, Graduate, No,3500000,8800000,12,803,5400000,300000,8400000,3400000, Approved,0,0,0,17500000,2.5142857142857142,1.9886363636363635,291666.6666666667,733333.3333333334,2.5142857142857142
1662,2, Not Graduate, Yes,3100000,10700000,16,357,9200000,1900000,7700000,3800000, Rejected,1,1,1,22600000,3.4516129032258065,2.1121495327102804,258333.33333333334,668750.0,2.5887096774193545
1663,3, Not Graduate, Yes,4900000,19000000,4,575,14100000,9100000,16500000,4600000, Approved,1,1,0,44300000,3.877551020408163,2.331578947368421,408333.3333333333,4750000.0,11.63265306122449
1664,1, Not Graduate, No,1000000,3600000,4,546,2500000,0,2600000,500000, Approved,1,0,0,5600000,3.6,1.5555555555555556,83333.33333333333,900000.0,10.8
1665,2, Graduate, No,6700000,21400000,8,370,3200000,11800000,20100000,8600000, Rejected,0,0,1,43700000,3.1940298507462686,2.042056074766355,558333.3333333334,2675000.0,4.791044776119403
1666,1, Graduate, No,4100000,9400000,6,713,0,1000000,11100000,3100000, Approved,0,0,0,15200000,2.292682926829268,1.6170212765957446,341666.6666666667,1566666.6666666667,4.585365853658536
1667,4, Not Graduate, Yes,1600000,3800000,2,896,1200000,400000,4800000,2000000, Approved,1,1,0,8400000,2.375,2.210526315789474,133333.33333333334,1900000.0,14.249999999999998
1668,3, Graduate, Yes,2400000,9200000,14,626,300000,3600000,8500000,2000000, Approved,0,1,0,14400000,3.8333333333333335,1.565217391304348,200000.0,657142.8571428572,3.2857142857142856
1669,0, Graduate, No,2200000,6400000,4,854,900000,1600000,6500000,1300000, Approved,0,0,0,10300000,2.909090909090909,1.609375,183333.33333333334,1600000.0,8.727272727272727
1670,4, Graduate, No,3200000,8400000,18,802,400000,0,9100000,4700000, Approved,0,0,0,14200000,2.625,1.6904761904761905,266666.6666666667,466666.6666666667,1.75
1671,4, Not Graduate, Yes,1600000,4400000,20,382,1700000,300000,5200000,1900000, Rejected,1,1,1,9100000,2.75,2.0681818181818183,133333.33333333334,220000.0,1.65
1672,2, Not Graduate, No,3900000,14900000,6,415,2200000,4300000,9500000,4600000, Rejected,1,0,1,20600000,3.8205128205128207,1.3825503355704698,325000.0,2483333.3333333335,7.641025641025641
1673,5, Graduate, Yes,2000000,6300000,4,366,5300000,2200000,5400000,2800000, Approved,0,1,0,15700000,3.15,2.492063492063492,166666.66666666666,1575000.0,9.450000000000001
1674,1, Graduate, Yes,7600000,25400000,10,595,7900000,400000,24900000,11000000, Approved,0,1,0,44200000,3.3421052631578947,1.7401574803149606,633333.3333333334,2540000.0,4.010526315789473
1675,1, Not Graduate, No,9800000,21300000,2,356,23000000,12300000,25700000,14300000, Rejected,1,0,1,75300000,2.173469387755102,3.535211267605634,816666.6666666666,10650000.0,13.040816326530614
1676,5, Not Graduate, No,7900000,29900000,6,568,5800000,13900000,15900000,8700000, Approved,1,0,0,44300000,3.7848101265822787,1.4816053511705685,658333.3333333334,4983333.333333333,7.5696202531645564
1677,1, Graduate, No,1600000,4000000,10,615,2200000,2700000,5500000,1400000, Approved,0,0,0,11800000,2.5,2.95,133333.33333333334,400000.0,3.0
1678,1, Graduate, Yes,6400000,13900000,12,313,18600000,6300000,18600000,4900000, Rejected,0,1,1,48400000,2.171875,3.4820143884892087,533333.3333333334,1158333.3333333333,2.1718749999999996
1679,1, Graduate, Yes,6400000,17900000,6,575,6600000,7600000,23100000,5300000, Approved,0,1,0,42600000,2.796875,2.3798882681564244,533333.3333333334,2983333.3333333335,5.59375
1680,4, Graduate, No,1600000,5500000,10,577,400000,1200000,4100000,1400000, Approved,0,0,0,7100000,3.4375,1.290909090909091,133333.33333333334,550000.0,4.125
1681,0, Graduate, No,9200000,30700000,10,455,24900000,2000000,32900000,5200000, Rejected,0,0,1,65000000,3.3369565217391304,2.1172638436482085,766666.6666666666,3070000.0,4.004347826086957
1682,1, Not Graduate, No,7800000,24900000,6,500,15300000,10000000,16500000,4500000, Rejected,1,0,1,46300000,3.1923076923076925,1.859437751004016,650000.0,4150000.0,6.384615384615385
1683,1, Not Graduate, Yes,4000000,9400000,8,509,1000000,4100000,10800000,5500000, Rejected,1,1,1,21400000,2.35,2.276595744680851,333333.3333333333,1175000.0,3.5250000000000004
1684,2, Not Graduate, Yes,6100000,19400000,8,379,5300000,10800000,14300000,4100000, Rejected,1,1,1,34500000,3.180327868852459,1.7783505154639174,508333.3333333333,2425000.0,4.770491803278689
1685,5, Graduate, No,7100000,14500000,14,664,5300000,12900000,15700000,9200000, Approved,0,0,0,43100000,2.0422535211267605,2.972413793103448,591666.6666666666,1035714.2857142857,1.750503018108652
1686,0, Not Graduate, Yes,2500000,9900000,6,623,6000000,1800000,6200000,1800000, Approved,1,1,0,15800000,3.96,1.595959595959596,208333.33333333334,1650000.0,7.92
1687,5, Graduate, No,3200000,8700000,16,558,2600000,2500000,9100000,1800000, Approved,0,0,0,16000000,2.71875,1.839080459770115,266666.6666666667,543750.0,2.0390625
1688,4, Graduate, No,1700000,4300000,18,580,1500000,2400000,6600000,1700000, Approved,0,0,0,12200000,2.5294117647058822,2.8372093023255816,141666.66666666666,238888.88888888888,1.6862745098039216
1689,4, Graduate, No,6300000,17600000,6,612,16000000,3300000,23500000,3200000, Approved,0,0,0,46000000,2.7936507936507935,2.6136363636363638,525000.0,2933333.3333333335,5.587301587301588
1690,4, Graduate, Yes,700000,2400000,14,705,0,100000,2000000,700000, Approved,0,1,0,2800000,3.4285714285714284,1.1666666666666667,58333.333333333336,171428.57142857142,2.9387755102040813
1691,4, Graduate, Yes,1100000,2700000,18,301,2800000,1600000,3300000,1500000, Rejected,0,1,1,9200000,2.4545454545454546,3.4074074074074074,91666.66666666667,150000.0,1.6363636363636362
1692,1, Not Graduate, Yes,8900000,32000000,16,711,4300000,1200000,22100000,5200000, Approved,1,1,0,32800000,3.595505617977528,1.025,741666.6666666666,2000000.0,2.696629213483146
1693,3, Graduate, No,300000,700000,20,735,900000,200000,900000,400000, Approved,0,0,0,2400000,2.3333333333333335,3.4285714285714284,25000.0,35000.0,1.4
1694,1, Not Graduate, No,2200000,5200000,14,682,2600000,600000,6100000,1800000, Approved,1,0,0,11100000,2.3636363636363638,2.1346153846153846,183333.33333333334,371428.5714285714,2.0259740259740258
1695,3, Not Graduate, No,3400000,13500000,10,348,7900000,3700000,8200000,4700000, Rejected,1,0,1,24500000,3.9705882352941178,1.8148148148148149,283333.3333333333,1350000.0,4.764705882352941
1696,0, Graduate, Yes,7900000,23500000,20,750,16800000,15300000,21200000,4000000, Approved,0,1,0,57300000,2.9746835443037973,2.4382978723404256,658333.3333333334,1175000.0,1.7848101265822784
1697,3, Not Graduate, Yes,5800000,18200000,16,835,1000000,6100000,14600000,7900000, Approved,1,1,0,29600000,3.1379310344827585,1.6263736263736264,483333.3333333333,1137500.0,2.353448275862069
1698,0, Graduate, Yes,9400000,20000000,6,389,16000000,7100000,19400000,10200000, Rejected,0,1,1,52700000,2.127659574468085,2.635,783333.3333333334,3333333.3333333335,4.25531914893617
1699,2, Graduate, No,4800000,18900000,4,866,10200000,6000000,13900000,5900000, Approved,0,0,0,36000000,3.9375,1.9047619047619047,400000.0,4725000.0,11.8125
1700,3, Not Graduate, No,7600000,26600000,4,689,5300000,600000,24300000,8600000, Approved,1,0,0,38800000,3.5,1.4586466165413534,633333.3333333334,6650000.0,10.5
1701,0, Not Graduate, No,5900000,17600000,16,645,13000000,3100000,23400000,8600000, Approved,1,0,0,48100000,2.983050847457627,2.7329545454545454,491666.6666666667,1100000.0,2.23728813559322
1702,1, Graduate, Yes,4300000,10100000,2,797,4400000,4500000,16300000,4700000, Approved,0,1,0,29900000,2.3488372093023258,2.9603960396039604,358333.3333333333,5050000.0,14.093023255813954
1703,5, Graduate, No,6100000,17800000,6,849,2900000,10900000,16100000,7800000, Approved,0,0,0,37700000,2.918032786885246,2.1179775280898876,508333.3333333333,2966666.6666666665,5.836065573770492
1704,5, Graduate, No,5400000,19700000,20,423,6500000,10000000,15700000,7300000, Rejected,0,0,1,39500000,3.6481481481481484,2.00507614213198,450000.0,985000.0,2.188888888888889
1705,1, Not Graduate, Yes,5200000,11200000,2,370,9900000,10200000,16700000,6400000, Rejected,1,1,1,43200000,2.1538461538461537,3.857142857142857,433333.3333333333,5600000.0,12.923076923076923
1706,5, Not Graduate, No,8500000,31300000,12,378,21400000,13100000,30400000,8800000, Rejected,1,0,1,73700000,3.6823529411764704,2.3546325878594248,708333.3333333334,2608333.3333333335,3.6823529411764704
1707,4, Not Graduate, No,900000,1900000,20,417,1000000,800000,2800000,900000, Rejected,1,0,1,5500000,2.111111111111111,2.8947368421052633,75000.0,95000.0,1.2666666666666666
1708,1, Not Graduate, No,1400000,4100000,20,530,1200000,1100000,3000000,1900000, Rejected,1,0,1,7200000,2.9285714285714284,1.7560975609756098,116666.66666666667,205000.0,1.7571428571428571
1709,1, Not Graduate, Yes,2400000,9300000,20,543,700000,800000,5000000,3400000, Rejected,1,1,1,9900000,3.875,1.064516129032258,200000.0,465000.0,2.325
1710,4, Graduate, No,6300000,15000000,18,750,800000,6500000,15400000,7700000, Approved,0,0,0,30400000,2.380952380952381,2.026666666666667,525000.0,833333.3333333334,1.5873015873015874
1711,1, Graduate, No,3100000,7600000,20,346,700000,4600000,8100000,4400000, Rejected,0,0,1,17800000,2.4516129032258065,2.3421052631578947,258333.33333333334,380000.0,1.4709677419354839
1712,4, Graduate, Yes,6900000,19000000,14,330,9300000,7100000,18800000,8400000, Rejected,0,1,1,43600000,2.753623188405797,2.294736842105263,575000.0,1357142.857142857,2.360248447204969
1713,2, Not Graduate, Yes,3000000,7400000,10,712,5100000,1000000,11600000,3800000, Approved,1,1,0,21500000,2.466666666666667,2.9054054054054053,250000.0,740000.0,2.96
1714,0, Not Graduate, No,3100000,10100000,14,376,6400000,2600000,11600000,4300000, Rejected,1,0,1,24900000,3.2580645161290325,2.4653465346534653,258333.33333333334,721428.5714285715,2.792626728110599
1715,4, Not Graduate, No,600000,1200000,14,338,500000,500000,2300000,500000, Rejected,1,0,1,3800000,2.0,3.1666666666666665,50000.0,85714.28571428571,1.7142857142857142
1716,4, Not Graduate, Yes,4700000,13700000,14,600,12100000,8400000,17700000,5000000, Approved,1,1,0,43200000,2.9148936170212765,3.153284671532847,391666.6666666667,978571.4285714285,2.498480243161094
1717,1, Graduate, No,2500000,6900000,20,495,4800000,3300000,5700000,3700000, Rejected,0,0,1,17500000,2.76,2.536231884057971,208333.33333333334,345000.0,1.656
1718,0, Graduate, No,9700000,30400000,4,300,17100000,16600000,38100000,9200000, Approved,0,0,0,81000000,3.134020618556701,2.664473684210526,808333.3333333334,7600000.0,9.402061855670103
1719,4, Not Graduate, Yes,7600000,20000000,18,691,5000000,8700000,23400000,11200000, Approved,1,1,0,48300000,2.6315789473684212,2.415,633333.3333333334,1111111.111111111,1.7543859649122804
1720,1, Graduate, No,8400000,24700000,8,519,12900000,16700000,17300000,6000000, Rejected,0,0,1,52900000,2.9404761904761907,2.1417004048582995,700000.0,3087500.0,4.410714285714286
1721,3, Graduate, Yes,3800000,15100000,20,540,9400000,1000000,9300000,3600000, Rejected,0,1,1,23300000,3.973684210526316,1.5430463576158941,316666.6666666667,755000.0,2.384210526315789
1722,3, Not Graduate, Yes,3100000,11400000,16,562,3600000,3600000,7200000,3100000, Approved,1,1,0,17500000,3.6774193548387095,1.5350877192982457,258333.33333333334,712500.0,2.758064516129032
1723,2, Not Graduate, No,5700000,21300000,10,323,1600000,11200000,16200000,5100000, Rejected,1,0,1,34100000,3.736842105263158,1.6009389671361502,475000.0,2130000.0,4.484210526315789
1724,1, Graduate, Yes,5500000,19700000,10,312,12800000,4800000,19500000,3300000, Rejected,0,1,1,40400000,3.581818181818182,2.050761421319797,458333.3333333333,1970000.0,4.298181818181819
1725,1, Not Graduate, Yes,200000,600000,2,511,500000,100000,800000,200000, Approved,1,1,0,1600000,3.0,2.6666666666666665,16666.666666666668,300000.0,18.0
1726,3, Not Graduate, Yes,3700000,13800000,10,621,4000000,800000,11900000,5300000, Approved,1,1,0,22000000,3.72972972972973,1.5942028985507246,308333.3333333333,1380000.0,4.475675675675676
1727,2, Not Graduate, Yes,1600000,4300000,20,512,3200000,2500000,6300000,900000, Rejected,1,1,1,12900000,2.6875,3.0,133333.33333333334,215000.0,1.6124999999999998
1728,4, Graduate, No,3900000,11000000,2,786,7900000,1600000,10700000,2100000, Approved,0,0,0,22300000,2.8205128205128207,2.0272727272727273,325000.0,5500000.0,16.923076923076923
1729,3, Not Graduate, Yes,700000,1600000,18,303,600000,500000,2000000,600000, Rejected,1,1,1,3700000,2.2857142857142856,2.3125,58333.333333333336,88888.88888888889,1.5238095238095237
1730,3, Graduate, Yes,5800000,16700000,18,633,8100000,8400000,14700000,3700000, Approved,0,1,0,34900000,2.8793103448275863,2.089820359281437,483333.3333333333,927777.7777777778,1.9195402298850575
1731,4, Graduate, Yes,3800000,14000000,6,711,9500000,7300000,14500000,3100000, Approved,0,1,0,34400000,3.6842105263157894,2.4571428571428573,316666.6666666667,2333333.3333333335,7.368421052631579
1732,2, Graduate, No,6400000,16900000,16,472,11100000,6000000,16300000,4500000, Rejected,0,0,1,37900000,2.640625,2.242603550295858,533333.3333333334,1056250.0,1.9804687499999998
1733,1, Graduate, Yes,5500000,12100000,4,350,6300000,9200000,17200000,6900000, Rejected,0,1,1,39600000,2.2,3.272727272727273,458333.3333333333,3025000.0,6.6000000000000005
1734,1, Not Graduate, Yes,6800000,13700000,10,879,500000,2600000,22000000,6800000, Approved,1,1,0,31900000,2.014705882352941,2.3284671532846715,566666.6666666666,1370000.0,2.4176470588235297
1735,4, Not Graduate, No,6700000,13400000,10,436,3600000,1200000,23200000,7500000, Rejected,1,0,1,35500000,2.0,2.6492537313432836,558333.3333333334,1340000.0,2.4
1736,1, Graduate, Yes,5300000,11500000,14,848,1300000,3600000,14700000,5700000, Approved,0,1,0,25300000,2.169811320754717,2.2,441666.6666666667,821428.5714285715,1.8598382749326146
1737,2, Graduate, No,6600000,23200000,16,555,9900000,6500000,23300000,3300000, Approved,0,0,0,43000000,3.515151515151515,1.853448275862069,550000.0,1450000.0,2.6363636363636362
1738,2, Graduate, No,6600000,13100000,20,885,10900000,4300000,20600000,6200000, Approved,0,0,0,42000000,1.9848484848484849,3.2061068702290076,550000.0,655000.0,1.190909090909091
1739,0, Not Graduate, No,7600000,25200000,6,888,12700000,10900000,24500000,7500000, Approved,1,0,0,55600000,3.3157894736842106,2.2063492063492065,633333.3333333334,4200000.0,6.63157894736842
1740,4, Not Graduate, Yes,2500000,6100000,20,478,5900000,800000,9500000,3200000, Rejected,1,1,1,19400000,2.44,3.180327868852459,208333.33333333334,305000.0,1.464
1741,4, Not Graduate, No,1100000,2500000,4,603,1900000,1400000,3900000,500000, Approved,1,0,0,7700000,2.272727272727273,3.08,91666.66666666667,625000.0,6.8181818181818175
1742,1, Not Graduate, No,2300000,8200000,8,784,2000000,0,7600000,1100000, Approved,1,0,0,10700000,3.5652173913043477,1.3048780487804879,191666.66666666666,1025000.0,5.347826086956522
1743,1, Graduate, Yes,3300000,11700000,4,682,3500000,5500000,12300000,1600000, Approved,0,1,0,22900000,3.5454545454545454,1.9572649572649572,275000.0,2925000.0,10.636363636363637
1744,4, Graduate, Yes,2600000,5900000,6,471,3500000,1900000,7300000,3400000, Rejected,0,1,1,16100000,2.269230769230769,2.7288135593220337,216666.66666666666,983333.3333333334,4.538461538461539
1745,4, Not Graduate, Yes,9300000,36700000,20,808,16500000,14700000,26500000,7100000, Approved,1,1,0,64800000,3.946236559139785,1.7656675749318802,775000.0,1835000.0,2.367741935483871
1746,4, Not Graduate, No,5300000,18500000,8,470,2900000,9300000,14900000,4900000, Rejected,1,0,1,32000000,3.490566037735849,1.7297297297297298,441666.6666666667,2312500.0,5.235849056603773
1747,2, Not Graduate, No,5400000,13800000,20,574,900000,9200000,10900000,3700000, Approved,1,0,0,24700000,2.5555555555555554,1.789855072463768,450000.0,690000.0,1.5333333333333334
1748,4, Not Graduate, Yes,3500000,12000000,8,314,7700000,100000,12600000,2700000, Rejected,1,1,1,23100000,3.4285714285714284,1.925,291666.6666666667,1500000.0,5.142857142857142
1749,2, Graduate, No,4200000,10200000,14,407,5900000,4500000,12000000,2500000, Rejected,0,0,1,24900000,2.4285714285714284,2.4411764705882355,350000.0,728571.4285714285,2.081632653061224
1750,0, Not Graduate, Yes,9200000,34900000,4,702,16900000,16000000,24100000,9800000, Approved,1,1,0,66800000,3.7934782608695654,1.9140401146131805,766666.6666666666,8725000.0,11.380434782608695
1751,2, Graduate, No,4300000,9800000,2,499,4400000,4500000,12600000,5100000, Rejected,0,0,1,26600000,2.2790697674418605,2.7142857142857144,358333.3333333333,4900000.0,13.674418604651164
1752,1, Graduate, Yes,7500000,19900000,10,669,1800000,8800000,18100000,7300000, Approved,0,1,0,36000000,2.6533333333333333,1.8090452261306533,625000.0,1990000.0,3.184
1753,5, Not Graduate, Yes,5400000,18800000,20,326,9700000,10100000,14800000,3200000, Rejected,1,1,1,37800000,3.4814814814814814,2.0106382978723403,450000.0,940000.0,2.088888888888889
1754,3, Not Graduate, No,5500000,16200000,18,778,4700000,10700000,15300000,6100000, Approved,1,0,0,36800000,2.9454545454545453,2.271604938271605,458333.3333333333,900000.0,1.9636363636363636
1755,2, Not Graduate, Yes,2100000,4500000,2,787,4800000,2800000,6000000,2100000, Approved,1,1,0,15700000,2.142857142857143,3.488888888888889,175000.0,2250000.0,12.857142857142858
1756,0, Graduate, No,3700000,12300000,16,831,8000000,2200000,11200000,2400000, Approved,0,0,0,23800000,3.324324324324324,1.934959349593496,308333.3333333333,768750.0,2.4932432432432434
1757,0, Graduate, No,8800000,32900000,18,576,1300000,8700000,32600000,5600000, Approved,0,0,0,48200000,3.7386363636363638,1.465045592705167,733333.3333333334,1827777.7777777778,2.492424242424242
1758,5, Not Graduate, No,5800000,22800000,12,600,16000000,1100000,20700000,5700000, Approved,1,0,0,43500000,3.9310344827586206,1.9078947368421053,483333.3333333333,1900000.0,3.931034482758621
1759,4, Graduate, No,7900000,30600000,2,569,7600000,3400000,20100000,7400000, Approved,0,0,0,38500000,3.8734177215189876,1.2581699346405228,658333.3333333334,15300000.0,23.240506329113924
1760,1, Not Graduate, Yes,3100000,6300000,20,867,1900000,6100000,6600000,4000000, Approved,1,1,0,18600000,2.032258064516129,2.9523809523809526,258333.33333333334,315000.0,1.2193548387096773
1761,0, Not Graduate, No,4100000,14500000,12,441,9900000,300000,15700000,3900000, Rejected,1,0,1,29800000,3.5365853658536586,2.0551724137931036,341666.6666666667,1208333.3333333333,3.536585365853658
1762,2, Not Graduate, Yes,9800000,32700000,2,304,4700000,17050000,24500000,8600000, Approved,1,1,0,54850000,3.336734693877551,1.6773700305810397,816666.6666666666,16350000.0,20.02040816326531
1763,5, Not Graduate, No,3300000,8400000,18,520,500000,6300000,11000000,4000000, Rejected,1,0,1,21800000,2.5454545454545454,2.5952380952380953,275000.0,466666.6666666667,1.696969696969697
1764,0, Graduate, No,2000000,6200000,14,613,100000,1800000,5400000,1300000, Approved,0,0,0,8600000,3.1,1.3870967741935485,166666.66666666666,442857.14285714284,2.657142857142857
1765,2, Not Graduate, Yes,600000,1100000,8,885,700000,0,1200000,300000, Approved,1,1,0,2200000,1.8333333333333333,2.0,50000.0,137500.0,2.75
1766,4, Not Graduate, Yes,3600000,9500000,2,841,4900000,4400000,13500000,2100000, Approved,1,1,0,24900000,2.638888888888889,2.6210526315789475,300000.0,4750000.0,15.833333333333334
1767,2, Not Graduate, No,7500000,29100000,20,815,12400000,9500000,25300000,9100000, Approved,1,0,0,56300000,3.88,1.9347079037800687,625000.0,1455000.0,2.328
1768,5, Graduate, Yes,200000,400000,18,822,200000,300000,600000,300000, Approved,0,1,0,1400000,2.0,3.5,16666.666666666668,22222.222222222223,1.3333333333333333
1769,4, Not Graduate, No,9900000,29100000,18,772,24100000,17050000,26800000,11700000, Approved,1,0,0,79650000,2.9393939393939394,2.7371134020618557,825000.0,1616666.6666666667,1.9595959595959598
1770,5, Graduate, Yes,6100000,22500000,6,776,17600000,9900000,13800000,4800000, Approved,0,1,0,46100000,3.6885245901639343,2.048888888888889,508333.3333333333,3750000.0,7.3770491803278695
1771,4, Not Graduate, Yes,3500000,10300000,10,337,9000000,5600000,10500000,4500000, Rejected,1,1,1,29600000,2.942857142857143,2.8737864077669903,291666.6666666667,1030000.0,3.531428571428571
1772,0, Not Graduate, Yes,7800000,19000000,12,333,15400000,14900000,30600000,9600000, Rejected,1,1,1,70500000,2.4358974358974357,3.710526315789474,650000.0,1583333.3333333333,2.4358974358974357
1773,3, Not Graduate, Yes,8700000,29300000,4,312,9000000,2800000,30000000,4900000, Approved,1,1,0,46700000,3.367816091954023,1.5938566552901023,725000.0,7325000.0,10.10344827586207
1774,2, Graduate, Yes,5500000,12400000,14,842,-100000,6800000,15800000,5800000, Approved,0,1,0,28300000,2.2545454545454544,2.282258064516129,458333.3333333333,885714.2857142857,1.9324675324675324
1775,3, Graduate, Yes,1800000,5100000,8,790,100000,0,3700000,2000000, Approved,0,1,0,5800000,2.8333333333333335,1.1372549019607843,150000.0,637500.0,4.25
1776,2, Graduate, No,8000000,31900000,16,806,19900000,1800000,23200000,5400000, Approved,0,0,0,50300000,3.9875,1.5768025078369905,666666.6666666666,1993750.0,2.990625
1777,5, Not Graduate, Yes,7500000,17000000,8,300,7800000,8300000,18900000,6700000, Rejected,1,1,1,41700000,2.2666666666666666,2.4529411764705884,625000.0,2125000.0,3.4
1778,5, Graduate, Yes,3700000,12000000,12,605,4900000,1800000,13200000,3100000, Approved,0,1,0,23000000,3.2432432432432434,1.9166666666666667,308333.3333333333,1000000.0,3.2432432432432434
1779,2, Graduate, Yes,1600000,4700000,12,582,1500000,1300000,5200000,1000000, Approved,0,1,0,9000000,2.9375,1.9148936170212767,133333.33333333334,391666.6666666667,2.9375
1780,5, Graduate, No,1300000,2700000,6,607,800000,1500000,4700000,1600000, Approved,0,0,0,8600000,2.076923076923077,3.185185185185185,108333.33333333333,450000.0,4.153846153846154
1781,5, Graduate, Yes,2400000,8200000,10,709,2100000,3700000,8800000,2800000, Approved,0,1,0,17400000,3.4166666666666665,2.1219512195121952,200000.0,820000.0,4.1
1782,4, Graduate, Yes,4100000,11600000,14,854,500000,6900000,12700000,5700000, Approved,0,1,0,25800000,2.8292682926829267,2.2241379310344827,341666.6666666667,828571.4285714285,2.425087108013937
1783,2, Not Graduate, Yes,7300000,15200000,20,776,14700000,9600000,26400000,4100000, Approved,1,1,0,54800000,2.0821917808219177,3.6052631578947367,608333.3333333334,760000.0,1.2493150684931507
1784,1, Graduate, Yes,8000000,24600000,12,649,10800000,1600000,21800000,9200000, Approved,0,1,0,43400000,3.075,1.7642276422764227,666666.6666666666,2050000.0,3.075
1785,3, Not Graduate, No,7900000,28000000,4,394,22800000,13200000,18200000,3900000, Approved,1,0,0,58100000,3.5443037974683542,2.075,658333.3333333334,7000000.0,10.632911392405063
1786,4, Not Graduate, No,7200000,18900000,16,371,6600000,14100000,18900000,4900000, Rejected,1,0,1,44500000,2.625,2.3544973544973544,600000.0,1181250.0,1.96875
1787,3, Not Graduate, No,6200000,13200000,14,707,17200000,8900000,23100000,4200000, Approved,1,0,0,53400000,2.129032258064516,4.045454545454546,516666.6666666667,942857.1428571428,1.824884792626728
1788,2, Not Graduate, Yes,5700000,18100000,20,491,6800000,100000,17700000,3900000, Rejected,1,1,1,28500000,3.175438596491228,1.574585635359116,475000.0,905000.0,1.9052631578947368
1789,0, Graduate, Yes,5800000,14100000,16,570,8200000,4200000,16400000,3700000, Approved,0,1,0,32500000,2.4310344827586206,2.3049645390070923,483333.3333333333,881250.0,1.8232758620689655
1790,1, Not Graduate, No,900000,3500000,18,395,2500000,800000,3000000,1300000, Rejected,1,0,1,7600000,3.888888888888889,2.1714285714285713,75000.0,194444.44444444444,2.5925925925925926
1791,0, Not Graduate, Yes,2200000,7500000,10,497,2300000,2100000,5700000,1800000, Rejected,1,1,1,11900000,3.409090909090909,1.5866666666666667,183333.33333333334,750000.0,4.090909090909091
1792,3, Not Graduate, Yes,1800000,5300000,14,440,2000000,100000,3700000,1000000, Rejected,1,1,1,6800000,2.9444444444444446,1.2830188679245282,150000.0,378571.4285714286,2.5238095238095237
1793,0, Not Graduate, Yes,800000,2400000,16,825,700000,0,3100000,1100000, Approved,1,1,0,4900000,3.0,2.0416666666666665,66666.66666666667,150000.0,2.25
1794,2, Graduate, Yes,7600000,18100000,14,320,14700000,2600000,28100000,8500000, Rejected,0,1,1,53900000,2.3815789473684212,2.977900552486188,633333.3333333334,1292857.142857143,2.0413533834586466
1795,2, Graduate, Yes,4100000,13500000,4,846,8900000,7800000,11400000,2400000, Approved,0,1,0,30500000,3.292682926829268,2.259259259259259,341666.6666666667,3375000.0,9.878048780487804
1796,3, Graduate, Yes,4600000,10900000,12,856,13500000,5100000,9400000,3300000, Approved,0,1,0,31300000,2.369565217391304,2.871559633027523,383333.3333333333,908333.3333333334,2.3695652173913047
1797,3, Graduate, No,2300000,6800000,10,418,2800000,2700000,6300000,1400000, Rejected,0,0,1,13200000,2.9565217391304346,1.9411764705882353,191666.66666666666,680000.0,3.547826086956522
1798,0, Not Graduate, Yes,8000000,21100000,6,306,16100000,11800000,28200000,8700000, Rejected,1,1,1,64800000,2.6375,3.071090047393365,666666.6666666666,3516666.6666666665,5.275
1799,2, Not Graduate, Yes,3800000,14500000,16,567,2400000,2600000,10500000,3000000, Approved,1,1,0,18500000,3.8157894736842106,1.2758620689655173,316666.6666666667,906250.0,2.8618421052631575
1800,2, Not Graduate, Yes,9500000,36800000,6,493,24100000,13800000,32100000,6200000, Rejected,1,1,1,76200000,3.873684210526316,2.0706521739130435,791666.6666666666,6133333.333333333,7.747368421052632
1801,2, Graduate, No,9300000,21200000,2,509,2800000,2600000,35800000,6600000, Rejected,0,0,1,47800000,2.2795698924731185,2.2547169811320753,775000.0,10600000.0,13.67741935483871
1802,4, Graduate, No,4700000,17000000,4,364,2900000,4600000,18800000,6200000, Approved,0,0,0,32500000,3.617021276595745,1.911764705882353,391666.6666666667,4250000.0,10.851063829787234
1803,5, Not Graduate, No,6000000,24000000,20,639,300000,7300000,15100000,6600000, Approved,1,0,0,29300000,4.0,1.2208333333333334,500000.0,1200000.0,2.4
1804,2, Graduate, Yes,5500000,21700000,2,309,11800000,1000000,21600000,7600000, Approved,0,1,0,42000000,3.9454545454545453,1.935483870967742,458333.3333333333,10850000.0,23.672727272727276
1805,0, Not Graduate, Yes,4600000,14800000,6,433,12100000,4600000,11100000,6700000, Rejected,1,1,1,34500000,3.217391304347826,2.331081081081081,383333.3333333333,2466666.6666666665,6.434782608695652
1806,5, Not Graduate, No,9900000,33600000,20,580,7000000,10800000,37400000,14300000, Approved,1,0,0,69500000,3.393939393939394,2.068452380952381,825000.0,1680000.0,2.036363636363636
